Number of Records,Address,Business Id,Categories,Cuisines,City_Old,City,Is Open,Latitude,Longitude,name,Neighborhood,Postal Code,Votes,rating,State
1,1198 Sir Patrick Ave,QKw32mA440qR7iNQ_vQnyQ,"Asian Fusion, Restaurants, Thai, Korean",Thai,Las Vegas,Las Vegas,1,36.0811202,-115.1472153,Pei Wei Asian Diner,Southeast,89119,254,2.5,NV
1,"4155 S Buffalo Dr, Ste 114",Ql_J2DSIE8QYp5rXf3721A,"Italian, Restaurants",Italian,Las Vegas,Las Vegas,1,36.113268,-115.2618657,Cafe Chloe,Spring Valley,89147,40,4,NV
1,12223 N Cave Creek Rd,qL1YWy7auU6K7H68WQxNqw,"Fast Food, Mexican, Tex-Mex, Restaurants",Mexican,Phoenix,Phoenix,1,33.596967,-112.037524,Taco Bell,,85022,10,2,AZ
1,1042 W Pleasant Valley Rd,ql2_5j1uHFoiP08wud6VNw,"Restaurants, Fast Food, Mexican",Mexican,Parma,Parma,1,41.3619422,-81.6879285,Chipotle Mexican Grill,,44134,6,1.5,OH
1,226 Markham Road,qL2LoSauX4IG2KHtQevFUw,"Thai, Restaurants",Thai,Toronto,Toronto,0,43.7443362,-79.2194828,Lucky Lin's Restaurant,Scarborough,M1J 3C2,7,3.5,ON
1,13016 Eastfield Rd.,qL7CJ_9G9hi3ZESEHGlvNQ,"Italian, Restaurants",Italian,Huntersville,Huntersville,0,35.384346,-80.786208,Pane e Vino,,28078,3,1.5,NC
1,99 Dundas Street E,QL7FeE8Izak6xi0GG-SnJg,"Restaurants, Indian, Pakistani, Halal",Indian,Mississauga,Mississauga,0,43.58283997,-79.61414304,Bhaijaanz Grill Restaurant,Cooksville,L5A 1W7,14,4,ON
1,"4130 S Sandhill Rd, Ste A-3",qL9CBB9lwY0ftdUcqVMUgw,"Restaurants, Mexican",Mexican,Las Vegas,Las Vegas,1,36.114083,-115.09092,Salsa Loca Mexican Grill,Eastside,89121,89,4.5,NV
1,1003 9th Avenue SE,Qldxc_J7okoyKDlDtIp1Rw,"Canadian (New), Restaurants, Italian",Italian,Calgary,Calgary,1,51.0427004,-114.0393242,Scarpetta,,T2G 0S7,46,4,AB
1,"15 Jevlan Drive, Unit E",Qlebt777MOvHmu7p7QiM_Q,"Restaurants, Buffets, Indian",Indian,Woodbridge,Woodbridge,0,43.7940589,-79.5456685,Bhojan Bhandaar,Pine Grove,L4L 8C2,28,3.5,ON
1,471 Church Street,qLEShJZktG253dxYTG5jYA,"Indian, Restaurants",Indian,Toronto,Toronto,0,43.6644546,-79.3802563,Bombay Express,Church-Wellesley Village,M4Y 2C5,4,3,ON
1,16 Union St S,qLFw7xaiPK7OC4ohIHxr_w,"Italian, Pizza, Restaurants, Sandwiches",Italian,Concord,Concord,1,35.4100783,-80.5811531,The Pizza Loft at Gianni's,,28025,6,3.5,NC
1,22 W Orange St,qlg2QMEErgseygqs_MQETA,"Pizza, Italian, Diners, Restaurants",Italian,Chagrin Falls,Chagrin Falls,1,41.4313128,-81.3968851,M Italian,,44022,161,3.5,OH
1,1491 W Horizon Ridge Pkwy,qLO9ES3-mKJrodFO1mzgOg,"Mexican, Fast Food, Restaurants, Tex-Mex",Mexican,Henderson,Henderson,1,36.01957851,-115.0509033,Taco Bell,,89012,34,3,NV
1,2238 Pennsylvania 51,QLRn67HoGCqi4Dqo2YaJvA,"Restaurants, Italian",Italian,Clairton,Clairton,1,40.2767327,-79.9049397,Francesco's,,15025,8,3,PA
1,1345 Columbia Rd.,qlsAl7z4NYuf7CVpF2BJcw,"Fast Food, Restaurants, Mexican, Tex-Mex",Mexican,Westlake,Westlake,1,41.468373,-81.901811,Taco Bell,,44145,17,3.5,OH
1,6606 West Camelback,qLvvqnjr7UP5-0wCOubDSg,"Tex-Mex, Fast Food, Restaurants, Mexican",Mexican,Glendale,Glendale,1,33.509386,-112.201531,Taco Bell,,85301,8,2,AZ
1,13367 W Grand Ave,qlyYPDt9xk03K-MGd95puw,"Restaurants, Mexican",Mexican,Surprise,Surprise,1,33.6371717,-112.3492143,Del Taco,,85374,41,2.5,AZ
1,1250 W. Broadway Rd,QMaaLfedGzNhHz6PZKAUkw,"Mexican, Restaurants",Mexican,Tempe,Tempe,1,33.4078253,-111.9578506,Filiberto's Mexican Food,,85282,111,2,AZ
1,1100 N Ct,QMAm-0CVrqbI76LioU5M_g,"Restaurants, Italian",Italian,Medina,Medina,1,41.155921,-81.8608704,Romeo's Italian Kitchen,,44256,3,3.5,OH
1,"1410 Victoria Park Avenue, Unit 10",QMB3hmb_Yv6Vk-HLiM2cdA,"Restaurants, Indian, Himalayan/Nepalese, Vegetarian, Vegan",Indian,Toronto,Toronto,1,43.7194176,-79.3010177,The Veggie Thali,,M4A 2L8,39,4.5,ON
1,735 12 Ave SW,qmE-8G1gkPijhPaevH-tqg,"Italian, Pizza, Restaurants",Italian,Calgary,Calgary,1,51.0416883,-114.0786542,Eddy's Nest Pizza Pasta & Steak,,T2R 1J7,3,4.5,AB
1,1831 E Carson St,qME1CvFxSrhqE6-YGcp3Rw,"Nightlife, Mexican, Restaurants, Bars",Mexican,Pittsburgh,Pittsburgh,1,40.428879,-79.979321,Steel Cactus,South Side,15203,133,3,PA
1,209 Loews Dr,QMIw7yNXbREJUD_tiMWmNQ,"Mexican, Nightlife, Restaurants, Dive Bars, Bars",Mexican,North Versailles,North Versailles,0,40.38831177,-79.82392829,El Patron Mexican Grille,,15137,8,4,PA
1,12678 Rockside Rd,qmm3eoSgi_tCZx9h-zSOFg,"Mexican, Restaurants",Mexican,Cleveland,Cleveland,0,41.4007245,-81.5956779,Don Tequila Mexican Restaurant,,44146,3,4,OH
1,"Bally's Hotel, 3645 S Las Vegas Blvd",qMOyKuyZpFH-Lmszd3Mn-A,"Italian, Restaurants",Italian,Las Vegas,Las Vegas,0,36.175,-115.136389,Al Dente,,89136,11,3,NV
1,123 Main St,QmP8zqPMSHR_3nyvVM4fjQ,"Restaurants, Mexican",Mexican,Pineville,Pineville,0,35.084897,-80.887685,El Vallarta,,28134,3,4,NC
1,20429 N Lake Pleasant Rd,QmRA840PhWDDKCTUyD-HiQ,"Restaurants, Mexican",Mexican,Peoria,Peoria,1,33.66921096,-112.2793363,Federico's Mexican Food,,85382,21,2,AZ
1,"4550 S Maryland Pkwy, Ste 23",QmVF3KJ07PsdroCFwOC_Ow,"Food Delivery Services, Restaurants, Food, Thai",Thai,Las Vegas,Las Vegas,1,36.107073,-115.136015,Chao Thai Restaurant,University,89119,195,4,NV
1,"3050 Artesian Drive, Unit 9",QmvtdOl4PEiMizrMyEQZTg,"Restaurants, Middle Eastern, Afghan, Mediterranean, Mexican",Mexican,Mississauga,Mississauga,0,43.54531747,-79.71450055,Mexikhan,Erin Mills,L5M 7P5,7,2,ON
1,30 Melanie Drive,qMw7mFHAjgG7qN82aXmeZg,"Pakistani, Indian, Middle Eastern, Restaurants",Indian,Brampton,Brampton,1,43.712228,-79.681188,Tandoori Style Restaurant,,L6T 4L4,12,3.5,ON
1,2391 W 11th St,qMyYUz_V9I-jor53xb3bMQ,"Italian, Restaurants",Italian,Cleveland,Cleveland,0,41.4793232,-81.6890426,Porcelli's Bistro,Tremont,44113,10,4.5,OH
1,11566 24th Street SE,QmzNXhOAbMfWc8z8OcILPg,"Italian, Restaurants, Mediterranean, Pizza",Italian,Calgary,Calgary,1,50.951053,-114.002982,Olive Grove Pizzeria,,T2Z 3J3,14,2.5,AB
1,"40 Innovation Dr, Unit 13",qN5ay9kP56ASOGkWGfpQ-Q,"Thai, Restaurants",Thai,Woodbridge,Woodbridge,0,43.7889146,-79.6267462,Mr. Thai,,L4H 0T2,9,3.5,ON
1,2900 Langstaff Road,QNCLibxXF1GlOEV-fKzUpQ,"Italian, Wineries, Restaurants, Food, Arts & Entertainment",Italian,Concord,Concord,1,43.8135843,-79.52541724,Anna Maria Trattoria,,L4K 4R9,38,4.5,ON
1,4111 East Chandler Blvd,QnCsCbE7EQte_MDWLO1gYg,"Restaurants, Fast Food, Mexican",Mexican,Phoenix,Phoenix,1,33.30480849,-111.993705,Chipotle Mexican Grill,,85048,14,3.5,AZ
1,6162 Main Street,qneQU4_rT3m67CgPaw3g_A,"Chicken Wings, Pizza, Italian, Restaurants",Italian,Stouffville,Stouffville,1,43.9707904,-79.2505903,Pizza Pizza,,L4A 2S5,3,2,ON
1,"5135 S Fort Apache, Ste #35",QnfAHUr5-HTiaA5-va3glQ,"Pizza, Italian, Sandwiches, Restaurants",Italian,Las Vegas,Las Vegas,1,36.0950052,-115.2981583,Streets of New York,Spring Valley,89148,223,3.5,NV
1,"1504 Carolina Place Dr, Ste 101",QNiMs-AacTuOJwQAjmkrVA,"Restaurants, Indian",Indian,Fort Mill,Fort Mill,1,35.0311459,-80.9648728,Persis Indian Grill,,29708,57,4,SC
1,2502 E Camelback Rd,qnn9E-e9orYf_wK37yLTYw,"Vegetarian, Mexican, Restaurants",Mexican,Phoenix,Phoenix,1,33.510436,-112.028449,Blanco Tacos + Tequila,,85016,485,4,AZ
1,213 5th St,QnTguWLRKRK_reQ__8k7yw,"Pizza, Sandwiches, Restaurants, Italian",Italian,Irwin,Irwin,1,40.331382,-79.7103227,Do Wood Fired,,15642,72,4.5,PA
1,3425 W Thunderbird Rd,QnZ7YUoAJNP99oFkS9IpXw,"Pizza, Restaurants, Italian",Italian,Phoenix,Phoenix,1,33.60918092,-112.1331526,Pizza by Napoli,,85053,130,4,AZ
1,16775 Yonge Street,QO6Puhxy64FfnYlbUPfnng,"Restaurants, Thai",Thai,Newmarket,Newmarket,1,44.0370666,-79.4754857,Bangkok Thai Cuisine,,L3Y 8J4,37,4,ON
1,"8016 Cambridge Commons Dr, Ste B",qo8lGwM8-AoQex5otIR93g,"Italian, Pizza, Restaurants",Italian,Charlotte,Charlotte,1,35.2524515,-80.6574073,Papa John's Pizza,,28215,4,2,NC
1,274 W Lake Mead Pkwy,QoKn3zRpDrBj3hCPYGDCSA,"Fast Food, Restaurants, Mexican",Mexican,Henderson,Henderson,1,36.03688081,-114.9907263,El Pollo Loco,,89015,47,3,NV
1,1401 N Decatur Blvd,Qor28v4BlhSwtN8DSvah9g,"Mexican, Restaurants",Mexican,Las Vegas,Las Vegas,1,36.185178,-115.206437,Pepe's Tacos,,89108,169,3,NV
1,1201 Bathurst Street,qoUo4VY2KpPmHbFVYcxGog,"Caterers, Mexican, Restaurants, Event Planning & Services",Mexican,Toronto,Toronto,0,43.6752845,-79.4150635,Dos Amigos,Casa Loma,M5R 3H3,33,3.5,ON
1,5101 Boulevard Saint-Laurent,qOzIRGJKMArdrIhWEkcgIA,"Thai, Restaurants",Thai,Montréal,Montréal,0,45.5231479,-73.5929759,Thai Grill,Plateau-Mont-Royal,H2T 1R9,15,3,QC
1,"2275 Britannia Road W, Unit 12",QOZQeWCVgbs4-HYZjAXpCg,"Pakistani, Restaurants, Middle Eastern, Indian, Halal",Indian,Mississauga,Mississauga,1,43.5832516,-79.7294024,Naan Bros,,L5M 2G6,3,3.5,ON
1,5600 Highland Rd,qp0UKeN7QkMPPZnx_vnOmg,"Food, Mexican, Restaurants, Tacos, Food Trucks",Mexican,Cleveland,Cleveland,1,41.5520394,-81.4773509,Distefano's Authentic Italian Foods,,44143,14,4.5,OH
1,5555 Eglinton Avenue W,qPBcZU4eMV97uxaP-WEPSQ,"Pizza, Wine Bars, Italian, Bars, Restaurants, Nightlife",Italian,Etobicoke,Etobicoke,1,43.64881715,-79.60568908,FiAMMA Ristorante,,M9C 5M1,40,3,ON
1,6201 E Southern Ave,qpBfYbkPmXIFWVQ7pLkQ_w,"Italian, Wine Bars, Salad, Nightlife, Bars, Restaurants",Italian,Mesa,Mesa,1,33.393459,-111.6972339,Olive Garden Italian Restaurant,,85206,125,3,AZ
1,1381 N Alma School Rd,qpcZSHPLb8gTCI2T0XSYsA,"Restaurants, Seafood, Vietnamese, Soup",Vietnamese,Chandler,Chandler,1,33.32728173,-111.858255,Saigon Pho & Seafood,,85224,377,4,AZ
1,"28325 N Tatum Blvd, Ste 6",Qpdjy7H_b8t7QZdkdl1vwQ,"Vietnamese, Restaurants",Vietnamese,Cave Creek,Cave Creek,1,33.7424752,-111.9773539,3 Regions Vietnamese Kitchen,,85331,9,5,AZ
1,2126 E Carson St,qpjEu9iBBzIrBGCD-6ENMg,"Italian, Pizza, Restaurants",Italian,Pittsburgh,Pittsburgh,0,40.428173,-79.975133,Pie Bar,South Side,15203,15,4,PA
1,170-6800 Memorial Drive NE,qpKFva0BHpXTfxrR2kSzRA,"Restaurants, Filipino, Mexican, Event Planning & Services, Caterers",Mexican,Calgary,Calgary,1,51.0529976,-113.9364815,Barrio Fiesta,,T2A 6V3,5,5,AB
1,1212 E Apache Blvd,QpuihLLV-lA_VYO3TVZE_g,"Asian Fusion, Vietnamese, Restaurants",Vietnamese,Tempe,Tempe,1,33.4152426,-111.9196665,CreAsian Bar & Grill,,85281,38,4.5,AZ
1,2335 Trafalgar Road,qpvA9BmHbppuxLZ3q7C-LQ,"Restaurants, Mexican",Mexican,Oakville,Oakville,0,43.4832674,-79.7133129,California Burrito,,L6H 7K7,6,4,ON
1,137 5 Avenue SE,qPVrj5LytL6Ic6BW8tXc4A,"Indian, Restaurants",Indian,Calgary,Calgary,0,51.0483216,-114.0608955,Nawab Restaurant,,T2G 0E3,6,3.5,AB
1,6685 W Beardsley,qpWi9P3DEG-aIwT74Gh8Dg,"Tex-Mex, New Mexican Cuisine, Gastropubs, Restaurants",Mexican,Glendale,Glendale,1,33.6668156,-112.2017444,Urban Margarita,,85308,82,3.5,AZ
1,111 Matthews Station St,qPX9kv7S-jzl7aUzlo60-Q,"Mexican, Restaurants",Mexican,Matthews,Matthews,0,35.117505,-80.720332,PURE taqueria,,28105,47,3,NC
1,"1822 Whites Road, Unit 4",qpY-kioCa6_N4cvrIuydQw,"Restaurants, Italian, Pizza, Chicken Wings",Italian,Pickering,Pickering,1,43.8304101,-79.1221546,Pizza Pizza,,L1V 4M1,4,2.5,ON
1,888 Dundas Street E,qPZRzNaAYt5EAaC-h7Drpw,"Restaurants, Vietnamese",Vietnamese,Mississauga,Mississauga,1,43.5984857,-79.5951298,88 Vietnamese Restaurant,,L4Y 4G6,9,2.5,ON
1,16041 N Arrowhead Fountains Center Dr,qq2k2tohpim0gStdb9vCBw,"Restaurants, Italian, Pizza",Italian,Peoria,Peoria,0,33.6300933,-112.2382922,Joey & Gina's Restaurant,,85382,48,4,AZ
1,220 Yonge Street,QQBPYU-egTk-8pIkroRThg,"Restaurants, Mexican",Mexican,Toronto,Toronto,1,43.6572682,-79.3814178,Mucho Burrito,Ryerson,M5B 2H1,9,1.5,ON
1,Münchener Str. 1,qQc8N_HaJJ5RQ-6WAx23rg,"Restaurants, Pizza, Italian",Italian,Landsberg,Landsberg,1,48.0489208,10.8831804,Trattoria Italiana,,86899,47,4,BY
1,6418 Wilkinson Blvd,qqIGwFEE-2My54wRM11eAw,"Restaurants, Mexican",Mexican,Belmont,Belmont,1,35.2511857,-81.0448467,Taxco Mexican Grill,,28012,34,3.5,NC
1,605 Yonge Street,Qqm3yVcqTbC1IOKu0TG2nQ,"Italian, Restaurants",Italian,Toronto,Toronto,1,43.6667864,-79.3851655,Dal Moro's Fresh Pasta To Go,Church-Wellesley Village,M4Y 1Z5,89,4,ON
1,"9716 Red Stone Dr, Ste 400",QqOhg5vDN3lDxLoc5pJ3LA,"Italian, Restaurants, Pizza",Italian,Indian Land,Indian Land,1,35.0003068,-80.8548274,Portofino's,,29707,6,3,SC
1,1803 Coventry Rd,QQqI1z1FohJGSLV0qKvOjQ,"Restaurants, Thai, Korean, Asian Fusion, Sushi Bars",Thai,Cleveland Heights,Cleveland Heights,1,41.5105244,-81.5797661,Tree Country Bistro,,44118,156,3.5,OH
1,"9275 W Russell Rd, Ste 190",qqs7LP4TXAoOrSlaKRfz3A,"Restaurants, New Mexican Cuisine, American (Traditional), American (New), Bars, Nightlife, Cocktail Bars, Caribbean",Mexican,Las Vegas,Las Vegas,1,36.08429338,-115.2938782,DW Bistro,Spring Valley,89148,1168,4.5,NV
1,5120 Dixie Road,QqXvPJXPrP8Vb1IR6AtOOQ,"Halal, Caterers, Thai, Asian Fusion, Restaurants, Event Planning & Services",Thai,Mississauga,Mississauga,1,43.6371399,-79.6236687,Chang & Huang Thai Restaurant,,L4W 4J7,22,3.5,ON
1,606 E Western Ave,qRAtdHUPhNda2p4l9e5S5Q,"Mexican, Restaurants",Mexican,Avondale,Avondale,1,33.4355726,-112.3428578,Cafe Zamora,,85323,86,4,AZ
1,2013 Yonge St,QRAYQVcUKEYhqVACMs4L9w,"Restaurants, Thai",Thai,Toronto,Toronto,1,43.7010322,-79.3967508,Dee,Mount Pleasant and Davisville,M4S 1Z8,11,4,ON
1,3737 W Market St,qrCWmo0o3On13ltqOdRgkw,"Pizza, Italian, Salad, Restaurants",Italian,Fairlawn,Fairlawn,1,41.13663777,-81.63418103,PIZZAFIRE,,44333,30,3,OH
1,980 avenue Saint-Charles,qRdrn0rDaL9b1z5jjoMkmg,"Italian, Mediterranean, Restaurants",Italian,Vaudreuil-Dorion,Vaudreuil-Dorion,1,45.4136727,-74.041432,Olivia,,J7V 8P5,8,3,QC
1,116 Middleton Dr,QReGruZEFxovIm9FJVa1kw,"Pizza, Caterers, Restaurants, Italian, Event Planning & Services",Italian,Charlotte,Charlotte,1,35.197518,-80.825545,Zio Casual Italian,Elizabeth,28207,116,4,NC
1,"2 Tall Grass Trail, Unit 4",QrO_VmwDfdO5NzfmBeNhQw,"Desserts, Lounges, Pizza, Restaurants, Bars, Gluten-Free, Italian, Nightlife, Food",Italian,Woodbridge,Woodbridge,1,43.78211,-79.573013,That's Italian Ristorante,,L4L 3Y9,63,4.5,ON
1,2270 Markham Road,qrr5PjTljEn_94tL83ETag,"Vietnamese, Restaurants",Vietnamese,Scarborough,Scarborough,1,43.8116001,-79.243296,Lac Vien Vietnamese Restaurant,Scarborough,M1B 2W4,68,3,ON
1,3825 Pearl Rd,Qrri4MKmIoSPg1na70GP0Q,"Restaurants, Italian",Italian,Medina,Medina,1,41.1704688,-81.859918,Antonio's Pizza,,44256,3,4.5,OH
1,1185 King Street W,qRTbYc7ennnwfr992kfjdA,"Italian, Restaurants",Italian,Toronto,Toronto,1,43.6391708,-79.4254538,Caffino Ristorante,Liberty Village,M6K 3C5,75,4,ON
1,1009 Dufferin Street,QrTg1ZaKcaJj2fzXQmHFXQ,"Restaurants, Ethnic Food, Mexican, Food, Specialty Food",Mexican,Toronto,Toronto,1,43.6595834,-79.4350531,La Tortilleria,Bloordale Village,M6H 4B2,59,3,ON
1,1363 N Litchfield Rd,qRUEQowj9yuV-HFwm9wZXw,"Restaurants, Mexican",Mexican,Goodyear,Goodyear,1,33.4613412,-112.3574828,Raul & Theresa's,,85395,170,3,AZ
1,7070 N Durango Dr,qRymrsLmlA34bC8PvNoujg,"Restaurants, Greek, Event Planning & Services, Caterers, Mediterranean, Italian",Italian,Las Vegas,Las Vegas,1,36.2892014,-115.2873343,Market Grille Cafe,Centennial,89149,526,4,NV
1,100 King Street W,Qrz20jCLqVSixe53_McCMQ,"Restaurants, Indian, Ethnic Food, Food, Imported Food, Specialty Food",Indian,Toronto,Toronto,1,43.64862312,-79.38164853,Amaya,Financial District,M5X 2A2,16,2.5,ON
1,923 N Pecos Rd,qS6J-sxyrP45d-8LbIhWKg,"American (New), Nightlife, Bars, Food, Restaurants, Beer, Wine & Spirits, Mexican, Sports Bars",Mexican,Las Vegas,Las Vegas,1,36.18163398,-115.0994686,El Rincon de Los Remedios,,89101,30,3.5,NV
1,3000 Paradise Rd,QS7_BPmaBNvznOMhcVBemg,"Ramen, Chinese, Japanese, Restaurants, Asian Fusion, Vietnamese, Barbeque, Noodles",Vietnamese,Las Vegas,Las Vegas,1,36.136293,-115.1512526,Silk Road Asian Bistro,Eastside,89109,39,3,NV
1,150 Rue Jean-Talon E,QsgKW_4451yc7ngUoC48bg,"Restaurants, Italian",Italian,Montréal,Montréal,0,45.5357087,-73.616668,Vinizza,Rosemont-La Petite-Patrie,H2R 1S7,8,4,QC
1,"9510 University City Blvd, Ste 101",QShxCR0mR1vvZIylInZDAQ,"Indian, Restaurants",Indian,Charlotte,Charlotte,0,35.22711,-80.84351,Udipi Indian Cuisine,Uptown,28263,4,3,NC
1,9350 W Sahara Ave,qsJkjQoM3Hdg6Gtqp2S9_w,"Thai, Restaurants",Thai,Las Vegas,Las Vegas,1,36.14715261,-115.2999764,Archi's Thai Cafe,Westside,89117,537,3.5,NV
1,14-5010 4 Street NE,qSVg1ThR1eWNj8lJB2fPew,"Restaurants, Vietnamese",Vietnamese,Calgary,Calgary,1,51.0968063,-114.0529665,Tango Vietnamese Tropical Grill,,T2K 5X8,21,3,AB
1,520 17 Ave SW,QSxoFIwUQojKDlUsToyqOw,"Mexican, Restaurants",Mexican,Calgary,Calgary,0,51.0379427,-114.0726678,El Sombrero,,T2S 0B1,13,3.5,AB
1,9679 Macleod Trail SW,QT_KSvv31hAytvleR24Zfw,"Vegetarian, Vegan, Restaurants, Thai, Food, Grocery",Thai,Calgary,Calgary,1,50.96826615,-114.0727442,Hearts Choices,,T2J 0P6,59,4.5,AB
1,"1250 E Apache Blvd, Ste 101",QT4Ub4DlaDX52vdnKutD0A,"Buffets, Pakistani, Indian, Restaurants",Indian,Tempe,Tempe,0,33.4153283,-111.9182786,Copper Kettle,,85281,44,3.5,AZ
1,5067 Dixie Road,qt6uOgx4d84ENE81nv5jaQ,"Restaurants, Mexican",Mexican,Mississauga,Mississauga,1,43.6369476,-79.6208213,Quesada Burritos & Tacos,,L4W 5S6,10,2.5,ON
1,"3377 Las Vegas Blvd S, Ste 2095, The Venetian",qtc1YZix_5lHBJTZq7DOpA,"Beer, Wine & Spirits, Bars, Seafood, Restaurants, Beer Bar, Nightlife, Food, Italian",Italian,Las Vegas,Las Vegas,0,36.122153,-115.169427,Zeffirino,The Strip,89109,402,3.5,NV
1,4771 Boul Des Sources,qtd4_-G9bSCFdMWAdsEXpg,"Pakistani, Restaurants, Indian, Middle Eastern",Indian,Pierrefonds,Pierrefonds,1,45.5036665,-73.8164521,Restaurant Indian Kwality,Dollard-des-Ormeaux,H8Y 3C6,4,2.5,QC
1,1710 E Charleston Blvd,QteBKpZTRa2dJ3u7MLiXww,"Restaurants, Mexican",Mexican,Las Vegas,Las Vegas,1,36.1585159,-115.1276097,Los Tacos,Downtown,89104,262,4,NV
1,4190 S Rainbow Blvd,QTH_XGh4rWYdd0fTW-tUDw,"Restaurants, Mexican",Mexican,Las Vegas,Las Vegas,0,36.1125192,-115.2426053,Baja Fresh Mexican Grill,Spring Valley,89103,7,3.5,NV
1,1155 Boul Rome,QtiYg6dZyMotKgb2MlR-cg,"Restaurants, Thai",Thai,Brossard,Brossard,1,45.4566269,-73.4909748,Angkoria,,J4W 3J1,5,4,QC
1,13105 W Glendale Ave,qTlgr9L8Qse5l7Hn4csQgQ,"Italian, Chicken Wings, Fast Food, Restaurants, Pizza",Italian,Glendale,Glendale,1,33.5364051,-112.3414375,Pizza Hut,,85307,23,3,AZ
1,5651 Steeles Ave E,qtNtrKfNhU-021GaNoz-_A,"Vietnamese, Restaurants, Thai",Thai,Scarborough,Scarborough,1,43.8317208,-79.2663275,Kim Bo Vietnamese & Thai Restaurant,Scarborough,M1V 5P6,39,3,ON
1,3419 Toringdon Way,qtotIYIF9U1PCEzMl1iE2w,"Restaurants, Chicken Wings, Italian, Pizza",Italian,Charlotte,Charlotte,1,35.0686267,-80.8426083,BV Pub and Pizzeria,Ballantyne,28277,40,4,NC
1,"20 Montée Robert, Suite 101",qTqcTq-ecNNml97r3L13pg,"Pizza, Sandwiches, Restaurants, Italian",Italian,Saint-Basile-Le-Grand,Saint-Basile-Le-Grand,1,45.5271032,-73.2881183,La Pizz' Super Choix,,J3N 1L7,4,4,QC
1,"320 Harwood Avenue S, Unit 2",QTxHD_-F4ljM-MxV_wTnUA,"Restaurants, Mexican",Mexican,Ajax,Ajax,1,43.8442934,-79.0189522,Mucho Burrito,,L1S 2J1,16,3.5,ON
1,2107 N 24th St,QtxTLatcq133Pfnl90ZB9Q,"Tapas/Small Plates, Pizza, Seafood, Italian, Specialty Food, Restaurants, Food, Mediterranean",Italian,Phoenix,Phoenix,1,33.4706474,-112.0299616,Pa'La,,85008,63,5,AZ
1,97 Concord Commons Pl SW,QU_EHovqCY78sNpCHYMrIQ,"Italian, Pizza, Restaurants",Italian,Concord,Concord,1,35.39061258,-80.62085789,La Roma's pizza,,28027,8,4,NC
1,3343-A Boulevard des Sources,qu9mGrHooIcyo7Ly1cqDFA,"Pizza, Restaurants, Italian",Italian,Dollard-des-Ormeaux,Dollard-des-Ormeaux,1,45.486829,-73.7978209,Pizzéria Piccante,Dollard-des-Ormeaux,H9B 1Z8,5,4,QC
1,"8777 N Scottsdale Rd, Ste 308",Quayv4ZFz7z9xKQHnXbQQg,"Italian, Food, Restaurants, Seafood, Fish & Chips",Italian,Scottsdale,Scottsdale,0,33.564852,-111.9255724,Cuttlefish,,85253,141,4,AZ
1,1106 W University Ave,quBiDNgMLYoWP6Q2YSgZLg,"Mexican, Restaurants",Mexican,Urbana,Urbana,0,40.1166989,-88.223116,Don Juan Cocina Mexicana & Cantina,,61801,24,3,IL
1,"9832 W Northern Ave, Ste 1650",quBpp-CIt-XWF_4rIsM_jQ,"Cocktail Bars, Mexican, Sports Bars, Restaurants, Nightlife, Bars",Mexican,Peoria,Peoria,0,33.5514914,-112.2701358,Beach Club Cantina,,85345,42,4,AZ
1,"5115 Wilson Mills, Ste 2",QUdJyyDDieR_kdrCU9dPFA,"American (New), Restaurants, Mexican",Mexican,Richmond Heights,Richmond Heights,1,41.539525,-81.495987,La Taqueria,,44143,111,4,OH
1,409 Wood St,Quh8Fjutyw15B6ZGZEf2gA,"Restaurants, Mexican",Mexican,Pittsburgh,Pittsburgh,0,40.43978,-80.001441,Mexico City,Downtown,15222,22,3,PA
1,"2921 Providence Rd, Ste 100",qUqmTlchliF55jF7s4Xlmw,"Fast Food, Mexican, Restaurants, Sandwiches, Tex-Mex",Mexican,Charlotte,Charlotte,1,35.171265,-80.807472,Chipotle Mexican Grill,,28211,58,3,NC
1,1000 Airport Blvd,qUqyi82OLmG3VMNMAxf9kw,"Mexican, Breakfast & Brunch, Restaurants",Mexican,Pittsburgh,Pittsburgh,1,40.49614396,-80.24549886,Steel Cactus,,15231,16,3.5,PA
1,"382 Spadina Avenue, Main Floor",qUWqjjjfpB2-4P3He5rsKw,"Salad, Italian, Pizza, Restaurants",Italian,Toronto,Toronto,1,43.6552886,-79.3993028,Levetto,Chinatown,M5T 2G5,126,4,ON
1,"2020 Boulevard Robert Bourassa, Suite 105",QUxiY29dWzLhKgaOelnVaA,"Sushi Bars, Sandwiches, Vietnamese, Restaurants",Vietnamese,Montréal,Montréal,1,45.5039621,-73.5723398,Vua,Ville-Marie,H3A 2A5,46,4,QC
1,"7290 W Lake Mead Blvd, Ste 3",QUxzvPrcWSXCKtYcneXIVA,"Mexican, Restaurants, Caterers, Salad, Event Planning & Services, Seafood",Mexican,Las Vegas,Las Vegas,1,36.19648724,-115.2505432,Rubio's,,89128,109,4,NV
1,2477 E Tropicana Ave,QuZ_QZbW6Th-SouyQyCJ2A,"Mexican, Restaurants",Mexican,Las Vegas,Las Vegas,0,36.0988436,-115.1163482,La Palapa,Southeast,89121,10,3.5,NV
1,15223 N Northsight Blvd,Qv0OEziLJwyAqcgtrTsA4w,"Hot Dogs, Restaurants, Italian, Sandwiches",Italian,Scottsdale,Scottsdale,0,33.62282995,-111.89219,Luke's Of Chicago,,85260,50,3.5,AZ
